6340380,HP428830,07/02/2008 12:00:00 AM,049XX N MARINE DR,0810,THEFT,OVER $500,STREET,false,false,2024,020,48,3,06,1169842,1933434,2008,02/04/2016 06:33:39 AM,41.972845315,-87.65083157,"(41.972845315, -87.65083157)"
6340381,HP428814,07/02/2008 12:00:00 AM,013XX W ARDMORE AVE,0890,BURGLARY,FROM BUILDING,OTHER,false,false,2013,020,48,77,06,1166245,1938965,2008,02/04/2016 06:33:39 AM,41.988100417,-87.663899454,"(41.988100417, -87.663899454)"
